id,time,prediction,location,pv_measurement
1531,2023-05-18 19:00:00,49.0,C,49.0
1532,2023-05-18 20:00:00,0.0,C,0.0
1533,2023-05-18 21:00:00,0.0,C,0.0
1534,2023-05-18 22:00:00,0.0,C,0.0
1535,2023-05-18 23:00:00,0.0,C,0.0
1536,2023-05-20 00:00:00,0.0,C,0.0
1537,2023-05-20 01:00:00,0.0,C,0.0
1538,2023-05-20 02:00:00,9.8,C,9.8
1539,2023-05-20 03:00:00,49.0,C,49.0
1540,2023-05-20 04:00:00,98.0,C,98.0
1541,2023-05-20 05:00:00,225.4,C,225.4
1542,2023-05-20 06:00:00,431.20000000000005,C,431.20000000000005
1543,2023-05-20 07:00:00,705.6,C,705.6
1544,2023-05-20 08:00:00,784.0,C,784.0
1545,2023-05-20 09:00:00,735.0,C,735.0
1546,2023-05-20 10:00:00,901.6,C,901.6
1547,2023-05-20 11:00:00,960.4000000000001,C,960.4000000000001
1548,2023-05-20 12:00:00,931.0000000000001,C,931.0000000000001
1549,2023-05-20 13:00:00,842.8000000000001,C,842.8000000000001
1550,2023-05-20 14:00:00,548.8000000000001,C,548.8000000000001
1551,2023-05-20 15:00:00,558.6,C,558.6
1552,2023-05-20 16:00:00,303.8,C,303.8
1553,2023-05-20 17:00:00,225.4,C,225.4
1554,2023-05-20 18:00:00,107.80000000000001,C,107.80000000000001
1555,2023-05-20 19:00:00,29.400000000000002,C,29.400000000000002
1556,2023-05-20 20:00:00,0.0,C,0.0
1557,2023-05-20 21:00:00,0.0,C,0.0
1558,2023-05-20 22:00:00,0.0,C,0.0
1559,2023-05-20 23:00:00,0.0,C,0.0
1560,2023-05-21 00:00:00,0.0,C,0.0
1561,2023-05-21 01:00:00,0.0,C,0.0
1562,2023-05-21 02:00:00,9.8,C,9.8
1563,2023-05-21 03:00:00,39.2,C,39.2
1564,2023-05-21 04:00:00,98.0,C,98.0
1565,2023-05-21 05:00:00,225.4,C,225.4
1566,2023-05-21 06:00:00,421.40000000000003,C,421.40000000000003
1567,2023-05-21 07:00:00,617.4000000000001,C,617.4000000000001
1568,2023-05-21 08:00:00,744.8000000000001,C,744.8000000000001
1569,2023-05-21 09:00:00,744.8000000000001,C,744.8000000000001
1570,2023-05-21 10:00:00,784.0,C,784.0
1571,2023-05-21 11:00:00,735.0,C,735.0
1572,2023-05-21 12:00:00,754.6,C,754.6
1573,2023-05-21 13:00:00,754.6,C,754.6
1574,2023-05-21 14:00:00,735.0,C,735.0
1575,2023-05-21 15:00:00,352.8,C,352.8
1576,2023-05-21 16:00:00,294.0,C,294.0
1577,2023-05-21 17:00:00,147.0,C,147.0
1578,2023-05-21 18:00:00,68.60000000000001,C,68.60000000000001
1579,2023-05-21 19:00:00,29.400000000000002,C,29.400000000000002
1580,2023-05-21 20:00:00,0.0,C,0.0
1581,2023-05-21 21:00:00,0.0,C,0.0
1582,2023-05-21 22:00:00,0.0,C,0.0
1583,2023-05-21 23:00:00,0.0,C,0.0
1584,2023-05-22 00:00:00,0.0,C,0.0
1585,2023-05-22 01:00:00,0.0,C,0.0
1586,2023-05-22 02:00:00,9.8,C,9.8
1587,2023-05-22 03:00:00,39.2,C,39.2
1588,2023-05-22 04:00:00,98.0,C,98.0
1589,2023-05-22 05:00:00,225.4,C,225.4
1590,2023-05-22 06:00:00,401.8,C,401.8
1591,2023-05-22 07:00:00,588.0,C,588.0
1592,2023-05-22 08:00:00,744.8000000000001,C,744.8000000000001
1593,2023-05-22 09:00:00,842.8000000000001,C,842.8000000000001
1594,2023-05-22 10:00:00,921.2,C,921.2
1595,2023-05-22 11:00:00,940.8000000000001,C,940.8000000000001
1596,2023-05-22 12:00:00,911.4000000000001,C,911.4000000000001
1597,2023-05-22 13:00:00,833.0000000000001,C,833.0000000000001
1598,2023-05-22 14:00:00,666.4000000000001,C,666.4000000000001
1599,2023-05-22 15:00:00,372.40000000000003,C,372.40000000000003
1600,2023-05-22 16:00:00,205.8,C,205.8
1601,2023-05-22 17:00:00,127.4,C,127.4
1602,2023-05-22 18:00:00,68.60000000000001,C,68.60000000000001
1603,2023-05-22 19:00:00,19.6,C,19.6
1604,2023-05-22 20:00:00,0.0,C,0.0
1605,2023-05-22 21:00:00,0.0,C,0.0
1606,2023-05-22 22:00:00,0.0,C,0.0
1607,2023-05-22 23:00:00,0.0,C,0.0
1608,2023-05-23 00:00:00,0.0,C,0.0
1609,2023-05-23 01:00:00,0.0,C,0.0
1610,2023-05-23 02:00:00,9.8,C,9.8
1611,2023-05-23 03:00:00,19.6,C,19.6
1612,2023-05-23 04:00:00,78.4,C,78.4
1613,2023-05-23 05:00:00,235.20000000000002,C,235.20000000000002
1614,2023-05-23 06:00:00,450.8,C,450.8
1615,2023-05-23 07:00:00,646.8000000000001,C,646.8000000000001
1616,2023-05-23 08:00:00,529.2,C,529.2
1617,2023-05-23 09:00:00,401.8,C,401.8
1618,2023-05-23 10:00:00,421.40000000000003,C,421.40000000000003
1619,2023-05-23 11:00:00,382.20000000000005,C,382.20000000000005
1620,2023-05-23 12:00:00,431.20000000000005,C,431.20000000000005
1621,2023-05-23 13:00:00,578.2,C,578.2
1622,2023-05-23 14:00:00,499.8,C,499.8
1623,2023-05-23 15:00:00,362.6,C,362.6
1624,2023-05-23 16:00:00,284.20000000000005,C,284.20000000000005
1625,2023-05-23 17:00:00,176.4,C,176.4
1626,2023-05-23 18:00:00,117.60000000000001,C,117.60000000000001
1627,2023-05-23 19:00:00,29.400000000000002,C,29.400000000000002
1628,2023-05-23 20:00:00,9.8,C,9.8
1629,2023-05-23 21:00:00,0.0,C,0.0
1630,2023-05-23 22:00:00,0.0,C,0.0
1631,2023-05-23 23:00:00,0.0,C,0.0
1632,2023-05-25 00:00:00,0.0,C,0.0
1633,2023-05-25 01:00:00,0.0,C,0.0
1634,2023-05-25 02:00:00,9.8,C,9.8
1635,2023-05-25 03:00:00,29.400000000000002,C,29.400000000000002
1636,2023-05-25 04:00:00,19.6,C,19.6
1637,2023-05-25 05:00:00,49.0,C,49.0
1638,2023-05-25 06:00:00,98.0,C,98.0
1639,2023-05-25 07:00:00,147.0,C,147.0
1640,2023-05-25 08:00:00,196.0,C,196.0
1641,2023-05-25 09:00:00,264.6,C,264.6
1642,2023-05-25 10:00:00,578.2,C,578.2
1643,2023-05-25 11:00:00,774.2,C,774.2
1644,2023-05-25 12:00:00,666.4000000000001,C,666.4000000000001
1645,2023-05-25 13:00:00,813.4000000000001,C,813.4000000000001
1646,2023-05-25 14:00:00,656.6,C,656.6
1647,2023-05-25 15:00:00,529.2,C,529.2
1648,2023-05-25 16:00:00,362.6,C,362.6
1649,2023-05-25 17:00:00,235.20000000000002,C,235.20000000000002
1650,2023-05-25 18:00:00,117.60000000000001,C,117.60000000000001
1651,2023-05-25 19:00:00,29.400000000000002,C,29.400000000000002
1652,2023-05-25 20:00:00,0.0,C,0.0
1653,2023-05-25 21:00:00,0.0,C,0.0
1654,2023-05-25 22:00:00,0.0,C,0.0
1655,2023-05-25 23:00:00,0.0,C,0.0
1656,2023-05-27 00:00:00,0.0,C,0.0
1657,2023-05-27 01:00:00,0.0,C,0.0
1658,2023-05-27 02:00:00,19.6,C,19.6
1659,2023-05-27 03:00:00,49.0,C,49.0
1660,2023-05-27 04:00:00,117.60000000000001,C,117.60000000000001
1661,2023-05-27 05:00:00,156.8,C,156.8
1662,2023-05-27 06:00:00,431.20000000000005,C,431.20000000000005
1663,2023-05-27 07:00:00,441.00000000000006,C,441.00000000000006
1664,2023-05-27 08:00:00,372.40000000000003,C,372.40000000000003
1665,2023-05-27 09:00:00,548.8000000000001,C,548.8000000000001
1666,2023-05-27 10:00:00,254.8,C,254.8
1667,2023-05-27 11:00:00,460.6,C,460.6
1668,2023-05-27 12:00:00,666.4000000000001,C,666.4000000000001
1669,2023-05-27 13:00:00,460.6,C,460.6
1670,2023-05-27 14:00:00,362.6,C,362.6
1671,2023-05-27 15:00:00,254.8,C,254.8
1672,2023-05-27 16:00:00,137.20000000000002,C,137.20000000000002
1673,2023-05-27 17:00:00,137.20000000000002,C,137.20000000000002
1674,2023-05-27 18:00:00,58.800000000000004,C,58.800000000000004
1675,2023-05-27 19:00:00,9.8,C,9.8
1676,2023-05-27 20:00:00,9.8,C,9.8
1677,2023-05-27 21:00:00,0.0,C,0.0
1678,2023-05-27 22:00:00,0.0,C,0.0
1679,2023-05-27 23:00:00,0.0,C,0.0
1680,2023-05-28 00:00:00,0.0,C,0.0
1681,2023-05-28 01:00:00,0.0,C,0.0
1682,2023-05-28 02:00:00,9.8,C,9.8
1683,2023-05-28 03:00:00,49.0,C,49.0
1684,2023-05-28 04:00:00,98.0,C,98.0
1685,2023-05-28 05:00:00,166.60000000000002,C,166.60000000000002
1686,2023-05-28 06:00:00,323.40000000000003,C,323.40000000000003
1687,2023-05-28 07:00:00,303.8,C,303.8
1688,2023-05-28 08:00:00,284.20000000000005,C,284.20000000000005
1689,2023-05-28 09:00:00,646.8000000000001,C,646.8000000000001
1690,2023-05-28 10:00:00,695.8000000000001,C,695.8000000000001
1691,2023-05-28 11:00:00,617.4000000000001,C,617.4000000000001
1692,2023-05-28 12:00:00,499.8,C,499.8
1693,2023-05-28 13:00:00,235.20000000000002,C,235.20000000000002
1694,2023-05-28 14:00:00,166.60000000000002,C,166.60000000000002
1695,2023-05-28 15:00:00,78.4,C,78.4
1696,2023-05-28 16:00:00,176.4,C,176.4
1697,2023-05-28 17:00:00,88.2,C,88.2
1698,2023-05-28 18:00:00,39.2,C,39.2
1699,2023-05-28 19:00:00,9.8,C,9.8
1700,2023-05-28 20:00:00,0.0,C,0.0
1701,2023-05-28 21:00:00,0.0,C,0.0
1702,2023-05-28 22:00:00,0.0,C,0.0
1703,2023-05-28 23:00:00,0.0,C,0.0
1704,2023-05-30 00:00:00,0.0,C,0.0
1705,2023-05-30 01:00:00,0.0,C,0.0
1706,2023-05-30 02:00:00,9.8,C,9.8
1707,2023-05-30 03:00:00,49.0,C,49.0
1708,2023-05-30 04:00:00,98.0,C,98.0
1709,2023-05-30 05:00:00,235.20000000000002,C,235.20000000000002
1710,2023-05-30 06:00:00,431.20000000000005,C,431.20000000000005
1711,2023-05-30 07:00:00,617.4000000000001,C,617.4000000000001
1712,2023-05-30 08:00:00,744.8000000000001,C,744.8000000000001
1713,2023-05-30 09:00:00,852.6,C,852.6
1714,2023-05-30 10:00:00,921.2,C,921.2
1715,2023-05-30 11:00:00,950.6,C,950.6
1716,2023-05-30 12:00:00,921.2,C,921.2
1717,2023-05-30 13:00:00,833.0000000000001,C,833.0000000000001
1718,2023-05-30 14:00:00,686.0,C,686.0
1719,2023-05-30 15:00:00,539.0,C,539.0
1720,2023-05-30 16:00:00,362.6,C,362.6
1721,2023-05-30 17:00:00,245.00000000000003,C,245.00000000000003
1722,2023-05-30 18:00:00,117.60000000000001,C,117.60000000000001
1723,2023-05-30 19:00:00,39.2,C,39.2
1724,2023-05-30 20:00:00,9.8,C,9.8
1725,2023-05-30 21:00:00,0.0,C,0.0
1726,2023-05-30 22:00:00,0.0,C,0.0
1727,2023-05-30 23:00:00,0.0,C,0.0
1728,2023-06-01 00:00:00,0.0,C,0.0
1729,2023-06-01 01:00:00,0.0,C,0.0
1730,2023-06-01 02:00:00,9.8,C,9.8
1731,2023-06-01 03:00:00,49.0,C,49.0
1732,2023-06-01 04:00:00,107.80000000000001,C,107.80000000000001
1733,2023-06-01 05:00:00,245.00000000000003,C,245.00000000000003
1734,2023-06-01 06:00:00,441.00000000000006,C,441.00000000000006
1735,2023-06-01 07:00:00,617.4000000000001,C,617.4000000000001
1736,2023-06-01 08:00:00,744.8000000000001,C,744.8000000000001
1737,2023-06-01 09:00:00,842.8000000000001,C,842.8000000000001
1738,2023-06-01 10:00:00,901.6,C,901.6
1739,2023-06-01 11:00:00,940.8000000000001,C,940.8000000000001
1740,2023-06-01 12:00:00,764.4000000000001,C,764.4000000000001
1741,2023-06-01 13:00:00,813.4000000000001,C,813.4000000000001
1742,2023-06-01 14:00:00,617.4000000000001,C,617.4000000000001
1743,2023-06-01 15:00:00,460.6,C,460.6
1744,2023-06-01 16:00:00,323.40000000000003,C,323.40000000000003
1745,2023-06-01 17:00:00,225.4,C,225.4
1746,2023-06-01 18:00:00,88.2,C,88.2
1747,2023-06-01 19:00:00,49.0,C,49.0
1748,2023-06-01 20:00:00,9.8,C,9.8
1749,2023-06-01 21:00:00,0.0,C,0.0
1750,2023-06-01 22:00:00,0.0,C,0.0
1751,2023-06-01 23:00:00,0.0,C,0.0
1752,2023-06-02 00:00:00,0.0,C,0.0
1753,2023-06-02 01:00:00,0.0,C,0.0
1754,2023-06-02 02:00:00,9.8,C,9.8
1755,2023-06-02 03:00:00,58.800000000000004,C,58.800000000000004
1756,2023-06-02 04:00:00,117.60000000000001,C,117.60000000000001
1757,2023-06-02 05:00:00,235.20000000000002,C,235.20000000000002
1758,2023-06-02 06:00:00,303.8,C,303.8
1759,2023-06-02 07:00:00,529.2,C,529.2
1760,2023-06-02 08:00:00,558.6,C,558.6
1761,2023-06-02 09:00:00,872.2,C,872.2
1762,2023-06-02 10:00:00,921.2,C,921.2
1763,2023-06-02 11:00:00,842.8000000000001,C,842.8000000000001
1764,2023-06-02 12:00:00,764.4000000000001,C,764.4000000000001
1765,2023-06-02 13:00:00,666.4000000000001,C,666.4000000000001
1766,2023-06-02 14:00:00,568.4000000000001,C,568.4000000000001
1767,2023-06-02 15:00:00,401.8,C,401.8
1768,2023-06-02 16:00:00,225.4,C,225.4
1769,2023-06-02 17:00:00,186.20000000000002,C,186.20000000000002
1770,2023-06-02 18:00:00,88.2,C,88.2
1771,2023-06-02 19:00:00,58.800000000000004,C,58.800000000000004
1772,2023-06-02 20:00:00,9.8,C,9.8
1773,2023-06-02 21:00:00,0.0,C,0.0
1774,2023-06-02 22:00:00,0.0,C,0.0
1775,2023-06-02 23:00:00,0.0,C,0.0
1776,2023-06-03 00:00:00,0.0,C,0.0
1777,2023-06-03 01:00:00,0.0,C,0.0
1778,2023-06-03 02:00:00,0.0,C,0.0
1779,2023-06-03 03:00:00,9.8,C,9.8
1780,2023-06-03 04:00:00,19.6,C,19.6
1781,2023-06-03 05:00:00,58.800000000000004,C,58.800000000000004
1782,2023-06-03 06:00:00,107.80000000000001,C,107.80000000000001
1783,2023-06-03 07:00:00,68.60000000000001,C,68.60000000000001
1784,2023-06-03 08:00:00,49.0,C,49.0
1785,2023-06-03 09:00:00,78.4,C,78.4
1786,2023-06-03 10:00:00,107.80000000000001,C,107.80000000000001
1787,2023-06-03 11:00:00,284.20000000000005,C,284.20000000000005
1788,2023-06-03 12:00:00,166.60000000000002,C,166.60000000000002
1789,2023-06-03 13:00:00,186.20000000000002,C,186.20000000000002
1790,2023-06-03 14:00:00,117.60000000000001,C,117.60000000000001
1791,2023-06-03 15:00:00,127.4,C,127.4
1792,2023-06-03 16:00:00,98.0,C,98.0
1793,2023-06-03 17:00:00,78.4,C,78.4
1794,2023-06-03 18:00:00,58.800000000000004,C,58.800000000000004
1795,2023-06-03 19:00:00,39.2,C,39.2
1796,2023-06-03 20:00:00,9.8,C,9.8
1797,2023-06-03 21:00:00,0.0,C,0.0
1798,2023-06-03 22:00:00,0.0,C,0.0
1799,2023-06-03 23:00:00,0.0,C,0.0
1800,2023-06-04 00:00:00,0.0,C,0.0
1801,2023-06-04 01:00:00,0.0,C,0.0
1802,2023-06-04 02:00:00,9.8,C,9.8
1803,2023-06-04 03:00:00,29.400000000000002,C,29.400000000000002
1804,2023-06-04 04:00:00,39.2,C,39.2
1805,2023-06-04 05:00:00,78.4,C,78.4
1806,2023-06-04 06:00:00,137.20000000000002,C,137.20000000000002
1807,2023-06-04 07:00:00,235.20000000000002,C,235.20000000000002
1808,2023-06-04 08:00:00,362.6,C,362.6
1809,2023-06-04 09:00:00,539.0,C,539.0
1810,2023-06-04 10:00:00,705.6,C,705.6
1811,2023-06-04 11:00:00,744.8000000000001,C,744.8000000000001
1812,2023-06-04 12:00:00,774.2,C,774.2
1813,2023-06-04 13:00:00,784.0,C,784.0
1814,2023-06-04 14:00:00,637.0,C,637.0
1815,2023-06-04 15:00:00,548.8000000000001,C,548.8000000000001
1816,2023-06-04 16:00:00,372.40000000000003,C,372.40000000000003
1817,2023-06-04 17:00:00,274.40000000000003,C,274.40000000000003
1818,2023-06-04 18:00:00,137.20000000000002,C,137.20000000000002
1819,2023-06-04 19:00:00,49.0,C,49.0
1820,2023-06-04 20:00:00,9.8,C,9.8
1821,2023-06-04 21:00:00,0.0,C,0.0
1822,2023-06-04 22:00:00,0.0,C,0.0
1823,2023-06-04 23:00:00,0.0,C,0.0
1824,2023-06-06 00:00:00,0.0,C,0.0
1825,2023-06-06 01:00:00,0.0,C,0.0
1826,2023-06-06 02:00:00,19.6,C,19.6
1827,2023-06-06 03:00:00,88.2,C,88.2
1828,2023-06-06 04:00:00,166.60000000000002,C,166.60000000000002
1829,2023-06-06 05:00:00,215.60000000000002,C,215.60000000000002
1830,2023-06-06 06:00:00,303.8,C,303.8
1831,2023-06-06 07:00:00,431.20000000000005,C,431.20000000000005
1832,2023-06-06 08:00:00,421.40000000000003,C,421.40000000000003
1833,2023-06-06 09:00:00,411.6,C,411.6
1834,2023-06-06 10:00:00,421.40000000000003,C,421.40000000000003
1835,2023-06-06 11:00:00,333.20000000000005,C,333.20000000000005
1836,2023-06-06 12:00:00,323.40000000000003,C,323.40000000000003
1837,2023-06-06 13:00:00,372.40000000000003,C,372.40000000000003
1838,2023-06-06 14:00:00,411.6,C,411.6
1839,2023-06-06 15:00:00,274.40000000000003,C,274.40000000000003
1840,2023-06-06 16:00:00,176.4,C,176.4
1841,2023-06-06 17:00:00,78.4,C,78.4
1842,2023-06-06 18:00:00,29.400000000000002,C,29.400000000000002
1843,2023-06-06 19:00:00,9.8,C,9.8
1844,2023-06-06 20:00:00,9.8,C,9.8
1845,2023-06-06 21:00:00,0.0,C,0.0
1846,2023-06-06 22:00:00,0.0,C,0.0
1847,2023-06-06 23:00:00,0.0,C,0.0
1848,2023-06-09 00:00:00,0.0,C,0.0
1849,2023-06-09 01:00:00,0.0,C,0.0
1850,2023-06-09 02:00:00,9.8,C,9.8
1851,2023-06-09 03:00:00,49.0,C,49.0
1852,2023-06-09 04:00:00,137.20000000000002,C,137.20000000000002
1853,2023-06-09 05:00:00,254.8,C,254.8
1854,2023-06-09 06:00:00,470.40000000000003,C,470.40000000000003
1855,2023-06-09 07:00:00,656.6,C,656.6
1856,2023-06-09 08:00:00,607.6,C,607.6
1857,2023-06-09 09:00:00,862.4000000000001,C,862.4000000000001
1858,2023-06-09 10:00:00,921.2,C,921.2
1859,2023-06-09 11:00:00,999.6,C,999.6
1860,2023-06-09 12:00:00,940.8000000000001,C,940.8000000000001
1861,2023-06-09 13:00:00,862.4000000000001,C,862.4000000000001
1862,2023-06-09 14:00:00,617.4000000000001,C,617.4000000000001
1863,2023-06-09 15:00:00,539.0,C,539.0
1864,2023-06-09 16:00:00,382.20000000000005,C,382.20000000000005
1865,2023-06-09 17:00:00,284.20000000000005,C,284.20000000000005
1866,2023-06-09 18:00:00,176.4,C,176.4
1867,2023-06-09 19:00:00,68.60000000000001,C,68.60000000000001
1868,2023-06-09 20:00:00,19.6,C,19.6
1869,2023-06-09 21:00:00,0.0,C,0.0
1870,2023-06-09 22:00:00,0.0,C,0.0
1871,2023-06-09 23:00:00,0.0,C,0.0
1872,2023-06-11 00:00:00,0.0,C,0.0
1873,2023-06-11 01:00:00,0.0,C,0.0
1874,2023-06-11 02:00:00,19.6,C,19.6
1875,2023-06-11 03:00:00,58.800000000000004,C,58.800000000000004
1876,2023-06-11 04:00:00,117.60000000000001,C,117.60000000000001
1877,2023-06-11 05:00:00,245.00000000000003,C,245.00000000000003
1878,2023-06-11 06:00:00,450.8,C,450.8
1879,2023-06-11 07:00:00,627.2,C,627.2
1880,2023-06-11 08:00:00,764.4000000000001,C,764.4000000000001
1881,2023-06-11 09:00:00,862.4000000000001,C,862.4000000000001
1882,2023-06-11 10:00:00,940.8000000000001,C,940.8000000000001
1883,2023-06-11 11:00:00,960.4000000000001,C,960.4000000000001
1884,2023-06-11 12:00:00,931.0000000000001,C,931.0000000000001
1885,2023-06-11 13:00:00,852.6,C,852.6
1886,2023-06-11 14:00:00,705.6,C,705.6
1887,2023-06-11 15:00:00,568.4000000000001,C,568.4000000000001
1888,2023-06-11 16:00:00,392.0,C,392.0
1889,2023-06-11 17:00:00,274.40000000000003,C,274.40000000000003
1890,2023-06-11 18:00:00,137.20000000000002,C,137.20000000000002
1891,2023-06-11 19:00:00,49.0,C,49.0
1892,2023-06-11 20:00:00,19.6,C,19.6
1893,2023-06-11 21:00:00,0.0,C,0.0
1894,2023-06-11 22:00:00,0.0,C,0.0
1895,2023-06-11 23:00:00,0.0,C,0.0
1896,2023-06-13 00:00:00,0.0,C,0.0
1897,2023-06-13 01:00:00,0.0,C,0.0
1898,2023-06-13 02:00:00,19.6,C,19.6
1899,2023-06-13 03:00:00,49.0,C,49.0
1900,2023-06-13 04:00:00,127.4,C,127.4
1901,2023-06-13 05:00:00,254.8,C,254.8
1902,2023-06-13 06:00:00,392.0,C,392.0
1903,2023-06-13 07:00:00,411.6,C,411.6
1904,2023-06-13 08:00:00,480.20000000000005,C,480.20000000000005
1905,2023-06-13 09:00:00,499.8,C,499.8
1906,2023-06-13 10:00:00,813.4000000000001,C,813.4000000000001
1907,2023-06-13 11:00:00,715.4000000000001,C,715.4000000000001
1908,2023-06-13 12:00:00,637.0,C,637.0
1909,2023-06-13 13:00:00,637.0,C,637.0
1910,2023-06-13 14:00:00,558.6,C,558.6
1911,2023-06-13 15:00:00,499.8,C,499.8
1912,2023-06-13 16:00:00,441.00000000000006,C,441.00000000000006
1913,2023-06-13 17:00:00,303.8,C,303.8
1914,2023-06-13 18:00:00,137.20000000000002,C,137.20000000000002
1915,2023-06-13 19:00:00,49.0,C,49.0
1916,2023-06-13 20:00:00,9.8,C,9.8
1917,2023-06-13 21:00:00,0.0,C,0.0
1918,2023-06-13 22:00:00,0.0,C,0.0
1919,2023-06-13 23:00:00,0.0,C,0.0
1920,2023-06-14 00:00:00,0.0,C,0.0
1921,2023-06-14 01:00:00,0.0,C,0.0
1922,2023-06-14 02:00:00,19.6,C,19.6
1923,2023-06-14 03:00:00,58.800000000000004,C,58.800000000000004
1924,2023-06-14 04:00:00,137.20000000000002,C,137.20000000000002
1925,2023-06-14 05:00:00,235.20000000000002,C,235.20000000000002
1926,2023-06-14 06:00:00,431.20000000000005,C,431.20000000000005
1927,2023-06-14 07:00:00,607.6,C,607.6
1928,2023-06-14 08:00:00,735.0,C,735.0
1929,2023-06-14 09:00:00,842.8000000000001,C,842.8000000000001
1930,2023-06-14 10:00:00,891.8000000000001,C,891.8000000000001
1931,2023-06-14 11:00:00,921.2,C,921.2
1932,2023-06-14 12:00:00,882.0000000000001,C,882.0000000000001
1933,2023-06-14 13:00:00,813.4000000000001,C,813.4000000000001
1934,2023-06-14 14:00:00,666.4000000000001,C,666.4000000000001
1935,2023-06-14 15:00:00,401.8,C,401.8
1936,2023-06-14 16:00:00,294.0,C,294.0
1937,2023-06-14 17:00:00,117.60000000000001,C,117.60000000000001
1938,2023-06-14 18:00:00,78.4,C,78.4
1939,2023-06-14 19:00:00,39.2,C,39.2
1940,2023-06-14 20:00:00,9.8,C,9.8
1941,2023-06-14 21:00:00,0.0,C,0.0
1942,2023-06-14 22:00:00,0.0,C,0.0
1943,2023-06-14 23:00:00,0.0,C,0.0
1944,2023-06-18 00:00:00,0.0,C,0.0
1945,2023-06-18 01:00:00,0.0,C,0.0
1946,2023-06-18 02:00:00,9.8,C,9.8
1947,2023-06-18 03:00:00,49.0,C,49.0
1948,2023-06-18 04:00:00,107.80000000000001,C,107.80000000000001
1949,2023-06-18 05:00:00,235.20000000000002,C,235.20000000000002
1950,2023-06-18 06:00:00,431.20000000000005,C,431.20000000000005
1951,2023-06-18 07:00:00,588.0,C,588.0
1952,2023-06-18 08:00:00,686.0,C,686.0
1953,2023-06-18 09:00:00,823.2,C,823.2
1954,2023-06-18 10:00:00,891.8000000000001,C,891.8000000000001
1955,2023-06-18 11:00:00,921.2,C,921.2
1956,2023-06-18 12:00:00,891.8000000000001,C,891.8000000000001
1957,2023-06-18 13:00:00,823.2,C,823.2
1958,2023-06-18 14:00:00,676.2,C,676.2
1959,2023-06-18 15:00:00,548.8000000000001,C,548.8000000000001
1960,2023-06-18 16:00:00,382.20000000000005,C,382.20000000000005
1961,2023-06-18 17:00:00,264.6,C,264.6
1962,2023-06-18 18:00:00,137.20000000000002,C,137.20000000000002
1963,2023-06-18 19:00:00,49.0,C,49.0
1964,2023-06-18 20:00:00,19.6,C,19.6
1965,2023-06-18 21:00:00,0.0,C,0.0
1966,2023-06-18 22:00:00,0.0,C,0.0
1967,2023-06-18 23:00:00,0.0,C,0.0
1968,2023-06-19 00:00:00,0.0,C,0.0
1969,2023-06-19 01:00:00,0.0,C,0.0
1970,2023-06-19 02:00:00,19.6,C,19.6
1971,2023-06-19 03:00:00,58.800000000000004,C,58.800000000000004
1972,2023-06-19 04:00:00,117.60000000000001,C,117.60000000000001
1973,2023-06-19 05:00:00,245.00000000000003,C,245.00000000000003
1974,2023-06-19 06:00:00,450.8,C,450.8
1975,2023-06-19 07:00:00,617.4000000000001,C,617.4000000000001
1976,2023-06-19 08:00:00,744.8000000000001,C,744.8000000000001
1977,2023-06-19 09:00:00,862.4000000000001,C,862.4000000000001
1978,2023-06-19 10:00:00,940.8000000000001,C,940.8000000000001
1979,2023-06-19 11:00:00,960.4000000000001,C,960.4000000000001
1980,2023-06-19 12:00:00,931.0000000000001,C,931.0000000000001
1981,2023-06-19 13:00:00,852.6,C,852.6
1982,2023-06-19 14:00:00,705.6,C,705.6
1983,2023-06-19 15:00:00,568.4000000000001,C,568.4000000000001
1984,2023-06-19 16:00:00,392.0,C,392.0
1985,2023-06-19 17:00:00,264.6,C,264.6
1986,2023-06-19 18:00:00,137.20000000000002,C,137.20000000000002
1987,2023-06-19 19:00:00,49.0,C,49.0
1988,2023-06-19 20:00:00,9.8,C,9.8
1989,2023-06-19 21:00:00,0.0,C,0.0
1990,2023-06-19 22:00:00,0.0,C,0.0
1991,2023-06-19 23:00:00,0.0,C,0.0
1992,2023-06-22 00:00:00,0.0,C,0.0
1993,2023-06-22 01:00:00,9.8,C,9.8
1994,2023-06-22 02:00:00,39.2,C,39.2
1995,2023-06-22 03:00:00,78.4,C,78.4
1996,2023-06-22 04:00:00,58.800000000000004,C,58.800000000000004
1997,2023-06-22 05:00:00,49.0,C,49.0
1998,2023-06-22 06:00:00,107.80000000000001,C,107.80000000000001
1999,2023-06-22 07:00:00,176.4,C,176.4
2000,2023-06-22 08:00:00,333.20000000000005,C,333.20000000000005
2001,2023-06-22 09:00:00,176.4,C,176.4
2002,2023-06-22 10:00:00,245.00000000000003,C,245.00000000000003
2003,2023-06-22 11:00:00,323.40000000000003,C,323.40000000000003
2004,2023-06-22 12:00:00,411.6,C,411.6
2005,2023-06-22 13:00:00,284.20000000000005,C,284.20000000000005
2006,2023-06-22 14:00:00,264.6,C,264.6
2007,2023-06-22 15:00:00,303.8,C,303.8
2008,2023-06-22 16:00:00,274.40000000000003,C,274.40000000000003
2009,2023-06-22 17:00:00,196.0,C,196.0
2010,2023-06-22 18:00:00,39.2,C,39.2
2011,2023-06-22 19:00:00,29.400000000000002,C,29.400000000000002
2012,2023-06-22 20:00:00,9.8,C,9.8
2013,2023-06-22 21:00:00,9.8,C,9.8
2014,2023-06-22 22:00:00,0.0,C,0.0
2015,2023-06-22 23:00:00,0.0,C,0.0
2016,2023-06-26 00:00:00,0.0,C,0.0
